protein_accession	foldseek_rank	query	target	evalue	bits	prob	alnlen	pident	lddt	alntmscore	qtmscore	ttmscore	taxid	taxname
YP_009149176.1	9	YP_009149176.1	8iin-assembly1_A	2.968E-06	192	1.000	188	18.600	5.542E-01	7.457E-01	4.024E-01	5.678E-01	246196	Mycolicibacterium smegmatis MC2 155
YP_009149176.1	10	YP_009149176.1	8iip-assembly1_A	4.854E-06	186	1.000	188	18.600	5.531E-01	7.446E-01	4.018E-01	5.669E-01	246196	Mycolicibacterium smegmatis MC2 155
YP_009149176.1	11	YP_009149176.1	8iij-assembly1_A	9.231E-07	196	1.000	207	19.300	5.430E-01	6.997E-01	4.016E-01	5.657E-01	246196	Mycolicibacterium smegmatis MC2 155
YP_009149176.1	12	YP_009149176.1	8iie-assembly1_A	1.221E-05	177	1.000	188	17.000	5.583E-01	7.427E-01	4.011E-01	5.652E-01	246196	Mycolicibacterium smegmatis MC2 155
YP_009149176.1	13	YP_009149176.1	8iit-assembly1_A	7.938E-06	181	1.000	189	17.900	5.534E-01	7.419E-01	4.000E-01	5.649E-01	246196	Mycolicibacterium smegmatis MC2 155
YP_009149176.1	14	YP_009149176.1	6ajs-assembly1_A	9.817E-07	196	1.000	190	18.400	5.243E-01	7.347E-01	3.964E-01	5.564E-01	246196	Mycolicibacterium smegmatis MC2 155
YP_009149176.1	15	YP_009149176.1	8iig-assembly1_A	1.996E-05	158	1.000	210	19.500	5.145E-01	6.821E-01	3.935E-01	5.527E-01	246196	Mycolicibacterium smegmatis MC2 155
YP_009149176.1	16	YP_009149176.1	6ajq-assembly1_A	4.854E-06	180	1.000	191	18.300	5.266E-01	7.272E-01	3.928E-01	5.489E-01	246196	Mycolicibacterium smegmatis MC2 155
YP_009149176.1	17	YP_009149176.1	8iiq-assembly1_A	6.601E-06	184	1.000	188	16.400	5.569E-01	7.480E-01	3.923E-01	5.604E-01	246196	Mycolicibacterium smegmatis MC2 155
YP_009149176.1	18	YP_009149176.1	6l6s-assembly2_B	2.183E-06	194	1.000	190	17.300	5.535E-01	7.392E-01	3.903E-01	5.849E-01	246196	Mycolicibacterium smegmatis MC2 155
YP_009149176.1	19	YP_009149176.1	6ajo-assembly1_A	2.791E-06	171	1.000	210	17.600	5.012E-01	6.518E-01	3.705E-01	5.251E-01	246196	Mycolicibacterium smegmatis MC2 155
YP_009149176.1	20	YP_009149176.1	6iod-assembly2_B	2.400E-05	151	1.000	211	18.400	4.948E-01	6.605E-01	3.612E-01	5.220E-01	246196	Mycolicibacterium smegmatis MC2 155
YP_009337270.1	1	YP_009337270.1	4hv4-assembly2_B	2.077E-02	49	0.442	156	16.000	3.364E-01	3.130E-01	1.134E-01	1.123E-01	214092	Yersinia pestis CO92
YP_009337270.1	2	YP_009337270.1	4hv4-assembly1_A	1.521E-02	47	0.382	165	15.700	3.294E-01	2.715E-01	1.038E-01	1.023E-01	214092	Yersinia pestis CO92
YP_009337270.1	3	YP_009337270.1	2f00-assembly1_B	2.835E-02	46	0.353	158	13.200	3.253E-01	3.083E-01	1.105E-01	1.059E-01	562	Escherichia coli
YP_009337270.1	4	YP_009337270.1	3l2k-assembly1_B	4.382E-02	44	0.301	182	10.400	2.782E-01	3.657E-01	1.581E-01	1.922E-01	549	Pantoea agglomerans
YP_009337270.1	5	YP_009337270.1	6cau-assembly1_A	5.621E-02	44	0.301	158	10.700	3.317E-01	3.182E-01	1.144E-01	1.591E-01	470	Acinetobacter baumannii
YP_009337270.1	6	YP_009337270.1	1dkw-assembly1_A	1.430E-01	43	0.277	123	11.300	3.249E-01	3.974E-01	1.334E-01	2.202E-01	5702	Trypanosoma brucei brucei
YP_009337270.1	7	YP_009337270.1	3rg2-assembly4_F	5.282E-02	43	0.277	119	11.700	2.530E-01	3.969E-01	8.749E-02	6.834E-02	562	Escherichia coli
YP_009337270.1	8	YP_009337270.1	5i6h-assembly1_A	1.723E-01	42	0.254	98	16.300	2.842E-01	4.515E-01	1.303E-01	4.934E-02	759272	Thermochaetoides thermophila DSM 1495
YP_009337270.1	9	YP_009337270.1	9d9k-assembly1_A	9.842E-02	42	0.254	153	10.400	3.393E-01	3.251E-01	1.133E-01	1.579E-01	208964	Pseudomonas aeruginosa PAO1
YP_009337270.1	10	YP_009337270.1	2f00-assembly1_A	3.869E-02	41	0.233	161	15.500	3.023E-01	2.820E-01	1.085E-01	1.055E-01	562	Escherichia coli
YP_009337270.1	11	YP_009337270.1	5ja1-assembly1_A	5.623E-01	40	0.214	102	9.800	3.135E-01	5.145E-01	1.268E-01	5.253E-02	83333	Escherichia coli K-12
YP_009337270.1	12	YP_009337270.1	4hhp-assembly1_A	4.383E-01	39	0.196	120	10.800	3.229E-01	4.508E-01	1.357E-01	2.218E-01	5693	Trypanosoma cruzi
YP_009337270.1	13	YP_009337270.1	8egm-assembly1_A	4.963E-02	39	0.196	211	8.000	2.994E-01	2.709E-01	1.071E-01	1.492E-01	208964	Pseudomonas aeruginosa PAO1
YP_009337270.1	14	YP_009337270.1	8ewa-assembly1_A	4.963E-02	39	0.196	157	12.700	3.003E-01	2.726E-01	1.019E-01	1.414E-01	287	Pseudomonas aeruginosa
YP_009337270.1	15	YP_009337270.1	5t3d-assembly1_A	6.777E-01	38	0.179	103	9.700	3.079E-01	5.088E-01	1.243E-01	6.029E-02	83333	Escherichia coli K-12
YP_009337270.1	16	YP_009337270.1	5bmx-assembly2_C	3.211E-01	38	0.179	131	12.200	3.243E-01	3.817E-01	1.114E-01	1.881E-01	5833	Plasmodium falciparum
YP_009337270.1	17	YP_009337270.1	8egn-assembly1_A	1.952E-01	38	0.179	136	8.000	3.181E-01	3.320E-01	1.046E-01	1.466E-01	208964	Pseudomonas aeruginosa PAO1
YP_009337270.1	18	YP_009337270.1	4z0j-assembly1_A	3.211E-01	37	0.164	130	13.000	3.257E-01	3.646E-01	1.144E-01	1.891E-01	5833	Plasmodium falciparum
YP_009337270.1	19	YP_009337270.1	8dof-assembly1_A-2	7.673E-02	37	0.164	207	7.200	2.996E-01	2.742E-01	1.076E-01	1.526E-01	287	Pseudomonas aeruginosa
YP_009337270.1	20	YP_009337270.1	5ja2-assembly1_A	2.503E-01	36	0.150	171	8.700	2.859E-01	3.607E-01	1.287E-01	5.586E-02	83333	Escherichia coli K-12
YP_010680760.1	1	YP_010680760.1	4gp6-assembly1_B-2	1.765E-07	369	1.000	149	27.500	7.206E-01	9.244E-01	4.224E-01	7.846E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010680760.1	2	YP_010680760.1	4gp7-assembly1_B-2	1.203E-06	327	1.000	151	28.400	6.944E-01	9.118E-01	4.221E-01	7.761E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010680760.1	3	YP_010680760.1	4jst-assembly1_B	3.911E-07	346	1.000	151	28.400	6.941E-01	9.104E-01	4.218E-01	7.750E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010680760.1	4	YP_010680760.1	4mde-assembly1_A	3.732E-07	354	1.000	148	27.700	7.123E-01	9.234E-01	4.194E-01	7.744E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010680760.1	5	YP_010680760.1	3wfp-assembly9_B	3.162E-04	158	1.000	260	13.800	5.055E-01	5.789E-01	4.023E-01	2.973E-01	224324	Aquifex aeolicus VF5
YP_010680760.1	6	YP_010680760.1	3wfp-assembly10_C	6.382E-04	176	1.000	210	16.100	5.634E-01	7.131E-01	3.954E-01	3.122E-01	224324	Aquifex aeolicus VF5
YP_010680760.1	7	YP_010680760.1	3wfp-assembly9_A	1.889E-04	181	1.000	206	16.000	5.288E-01	6.721E-01	3.875E-01	2.861E-01	224324	Aquifex aeolicus VF5
YP_010680760.1	8	YP_010680760.1	3a4l-assembly1_A	3.189E-05	195	1.000	224	21.800	5.166E-01	6.302E-01	3.853E-01	5.161E-01	2190	Methanocaldococcus jannaschii
YP_010680760.1	9	YP_010680760.1	3adb-assembly1_A	2.193E-05	185	1.000	263	20.900	4.931E-01	5.675E-01	3.852E-01	4.913E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010680760.1	10	YP_010680760.1	3zvm-assembly1_B	6.247E-07	312	1.000	163	21.400	6.587E-01	8.166E-01	3.837E-01	3.297E-01	10090	Mus musculus
YP_010680760.1	11	YP_010680760.1	3zvn-assembly1_A	3.532E-06	289	1.000	158	21.500	6.641E-01	8.365E-01	3.799E-01	3.287E-01	10090	Mus musculus
YP_010680760.1	12	YP_010680760.1	3adb-assembly1_B	2.795E-06	219	1.000	232	20.200	5.061E-01	6.139E-01	3.799E-01	4.880E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010680760.1	13	YP_010680760.1	3add-assembly1_B	1.310E-05	187	1.000	255	20.700	4.860E-01	5.575E-01	3.790E-01	5.031E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010680760.1	14	YP_010680760.1	3a4n-assembly1_B	6.745E-05	185	1.000	224	21.400	5.161E-01	6.268E-01	3.766E-01	5.026E-01	2190	Methanocaldococcus jannaschii
YP_010680760.1	15	YP_010680760.1	3adc-assembly1_A	1.250E-05	196	1.000	238	21.000	4.852E-01	6.078E-01	3.741E-01	4.837E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010680760.1	16	YP_010680760.1	3wfp-assembly11_E	2.388E-04	138	1.000	356	12.300	4.526E-01	4.743E-01	3.705E-01	2.971E-01	224324	Aquifex aeolicus VF5
YP_010680760.1	17	YP_010680760.1	1bif-assembly1_A	3.136E-03	100	1.000	392	11.200	4.097E-01	4.138E-01	3.690E-01	2.847E-01	10116	Rattus norvegicus
YP_010680760.1	18	YP_010680760.1	2rhm-assembly1_A	2.057E-03	168	1.000	159	14.400	5.754E-01	7.717E-01	3.687E-01	6.225E-01	324602	Chloroflexus aurantiacus J-10-fl
YP_010680760.1	19	YP_010680760.1	3qpu-assembly1_A-2	9.727E-04	175	1.000	183	16.300	5.702E-01	7.490E-01	3.680E-01	2.791E-01	9606	Homo sapiens
YP_010680760.1	20	YP_010680760.1	3u7g-assembly1_A	6.802E-06	260	1.000	162	20.300	6.097E-01	7.910E-01	3.670E-01	3.174E-01	10090	Mus musculus
YP_009177118.1	1	YP_009177118.1	8oiv-assembly1_A	5.681E-36	1305	1.000	300	51.600	8.069E-01	9.378E-01	9.137E-01	9.347E-01	10244	Monkeypox virus
YP_009177118.1	2	YP_009177118.1	4dcg-assembly1_A	7.083E-37	1340	1.000	299	51.100	8.097E-01	9.400E-01	9.099E-01	9.369E-01	10245	Orthopoxvirus vaccinia
YP_009177118.1	3	YP_009177118.1	1b42-assembly1_A	2.006E-36	1325	1.000	299	51.100	8.108E-01	9.395E-01	9.094E-01	9.364E-01	10245	Orthopoxvirus vaccinia
YP_009177118.1	4	YP_009177118.1	1vpt-assembly1_A-2	5.362E-36	1307	1.000	299	50.800	8.066E-01	9.389E-01	9.088E-01	9.358E-01	10254	Vaccinia virus WR
YP_009177118.1	5	YP_009177118.1	1jtf-assembly1_A	1.609E-35	1290	1.000	299	50.800	8.066E-01	9.384E-01	9.083E-01	9.353E-01	10245	Orthopoxvirus vaccinia
YP_009177118.1	6	YP_009177118.1	1eqa-assembly1_A-2	2.679E-36	1319	1.000	299	50.800	8.099E-01	9.381E-01	9.080E-01	9.350E-01	10245	Orthopoxvirus vaccinia
YP_009177118.1	7	YP_009177118.1	2ga9-assembly1_A	5.954E-37	1338	1.000	299	51.500	8.042E-01	9.399E-01	9.006E-01	9.368E-01	10245	Orthopoxvirus vaccinia
YP_009177118.1	8	YP_009177118.1	2gaf-assembly1_A	7.160E-36	1299	1.000	299	50.800	8.002E-01	9.412E-01	8.958E-01	9.380E-01	10245	Orthopoxvirus vaccinia
YP_009177118.1	9	YP_009177118.1	1eam-assembly1_A	8.038E-36	1302	1.000	299	50.800	8.052E-01	9.433E-01	8.948E-01	9.401E-01	10245	Orthopoxvirus vaccinia
YP_009177118.1	10	YP_009177118.1	8b07-assembly1_A	1.192E-36	1334	1.000	299	50.800	8.088E-01	9.437E-01	8.889E-01	9.405E-01	10244	Monkeypox virus
YP_009177118.1	11	YP_009177118.1	8b07-assembly2_B	5.681E-36	1320	1.000	294	52.000	8.127E-01	9.528E-01	8.882E-01	9.365E-01	10244	Monkeypox virus
YP_009177118.1	12	YP_009177118.1	8cgb-assembly1_A	1.263E-36	1325	1.000	299	50.800	8.033E-01	9.380E-01	8.867E-01	9.349E-01	10244	Monkeypox virus
YP_009177118.1	13	YP_009177118.1	8cgb-assembly2_B	4.254E-36	1328	1.000	294	52.000	8.140E-01	9.557E-01	8.847E-01	9.394E-01	10244	Monkeypox virus
YP_009177118.1	14	YP_009177118.1	8oiv-assembly1_B-2	8.125E-35	1268	1.000	294	51.300	8.041E-01	9.460E-01	8.819E-01	9.267E-01	10244	Monkeypox virus
YP_009177118.1	15	YP_009177118.1	8ces-assembly1_A	8.516E-36	1310	1.000	299	50.800	8.120E-01	9.481E-01	8.778E-01	9.448E-01	10244	Monkeypox virus
YP_009177118.1	16	YP_009177118.1	8cev-assembly1_A	5.362E-36	1311	1.000	299	50.800	8.076E-01	9.445E-01	8.774E-01	9.412E-01	10244	Monkeypox virus
YP_009177118.1	17	YP_009177118.1	8cet-assembly1_A	6.757E-36	1304	1.000	299	50.500	8.051E-01	9.425E-01	8.757E-01	9.393E-01	10244	Monkeypox virus
YP_009177118.1	18	YP_009177118.1	8ces-assembly2_B	1.073E-35	1311	1.000	294	51.300	8.128E-01	9.525E-01	8.694E-01	9.391E-01	10244	Monkeypox virus
YP_009177118.1	19	YP_009177118.1	8cev-assembly2_B	9.023E-36	1311	1.000	294	51.000	8.098E-01	9.535E-01	8.672E-01	9.369E-01	10244	Monkeypox virus
YP_009177118.1	20	YP_009177118.1	7o9k-assembly1_n	1.786E-04	136	1.000	203	13.300	4.653E-01	6.558E-01	4.202E-01	6.284E-01	9606	Homo sapiens
NP_862879.1	1	NP_862879.1	8ecn-assembly1_H	2.963E-23	747	1.000	288	30.200	7.119E-01	8.551E-01	7.792E-01	7.607E-01	2099640	Mycobacterium phage Ogopogo
NP_862879.1	2	NP_862879.1	8eck-assembly1_A	8.555E-22	663	1.000	284	22.500	6.726E-01	8.048E-01	7.392E-01	7.073E-01	1838066	Gordonia phage Cozz
NP_862879.1	3	NP_862879.1	3jb5-assembly1_G	1.024E-21	693	1.000	275	31.600	6.888E-01	8.649E-01	7.309E-01	7.898E-01	376758	Propionibacterium phage PA6
NP_862879.1	4	NP_862879.1	3jb5-assembly1_A	4.162E-22	659	1.000	280	32.500	6.535E-01	7.964E-01	7.233E-01	7.233E-01	376758	Propionibacterium phage PA6
NP_862879.1	5	NP_862879.1	8eb4-assembly1_G	1.491E-13	391	1.000	308	15.200	5.863E-01	7.618E-01	7.000E-01	6.715E-01	2591193	Gordonia phage Ziko
NP_862879.1	6	NP_862879.1	8ec8-assembly1_A	3.977E-14	414	1.000	295	11.800	6.181E-01	7.512E-01	6.898E-01	6.877E-01	1340708	Mycobacterium phage Bobi
NP_862879.1	7	NP_862879.1	9d9x-assembly1_Pa	3.070E-16	457	1.000	283	16.200	5.917E-01	7.452E-01	6.689E-01	6.630E-01	2902907	Mycobacterium phage Bxb1
NP_862879.1	8	NP_862879.1	8ecj-assembly1_A-58	4.665E-13	368	1.000	300	11.300	5.800E-01	7.264E-01	6.679E-01	6.566E-01	2015818	Mycobacterium phage Cain
NP_862879.1	9	NP_862879.1	6tsu-assembly1_U4	3.187E-12	350	1.000	296	15.500	5.704E-01	7.530E-01	6.667E-01	6.852E-01	1415160	Rhodobacter capsulatus DE442
NP_862879.1	10	NP_862879.1	8ec2-assembly1_A	1.583E-13	375	1.000	301	12.900	5.754E-01	7.164E-01	6.596E-01	6.469E-01	1034127	Mycobacterium phage Adephagia
NP_862879.1	11	NP_862879.1	6tsu-assembly1_A5	4.053E-12	339	1.000	293	13.600	5.574E-01	7.315E-01	6.566E-01	6.685E-01	1415160	Rhodobacter capsulatus DE442
NP_862879.1	12	NP_862879.1	8eb4-assembly1_A	1.172E-13	376	1.000	312	15.000	5.724E-01	7.121E-01	6.553E-01	6.142E-01	2591193	Gordonia phage Ziko
NP_862879.1	13	NP_862879.1	2fs3-assembly1_A-60	2.269E-13	380	1.000	278	14.700	5.597E-01	7.706E-01	6.495E-01	6.900E-01	37554	Byrnievirus HK97
NP_862879.1	14	NP_862879.1	6tb9-assembly1_C5	4.053E-12	328	1.000	296	12.800	5.334E-01	7.181E-01	6.472E-01	6.529E-01	1061	Rhodobacter capsulatus
NP_862879.1	15	NP_862879.1	8edu-assembly1_G	8.347E-15	391	1.000	295	14.900	5.420E-01	7.036E-01	6.441E-01	6.349E-01	1340829	Mycobacterium phage Muddy
NP_862879.1	16	NP_862879.1	8fqk-assembly1_D	1.059E-11	325	1.000	309	12.200	5.547E-01	7.196E-01	6.389E-01	7.147E-01	2681617	Escherichia phage HK97
NP_862879.1	17	NP_862879.1	8eci-assembly1_C	8.347E-15	387	1.000	299	17.000	5.346E-01	6.991E-01	6.355E-01	6.092E-01	2419949	Arthrobacter phage Bridgette
NP_862879.1	18	NP_862879.1	2fs3-assembly1_F	1.681E-13	380	1.000	280	17.100	5.631E-01	7.553E-01	6.347E-01	7.265E-01	37554	Byrnievirus HK97
NP_862879.1	19	NP_862879.1	9d9w-assembly1_Bb	1.860E-15	423	1.000	283	15.900	5.839E-01	7.058E-01	6.341E-01	4.984E-01	2902907	Mycobacterium phage Bxb1
NP_862879.1	20	NP_862879.1	7mh2-assembly1_A	1.079E-09	252	1.000	318	11.000	4.915E-01	6.780E-01	6.340E-01	6.760E-01	1221996	Bacillus thermotolerans
YP_009666927.1	1	YP_009666927.1	8imk-assembly1_s	5.705E+00	30	0.090	158	11.300	4.259E-01	3.518E-01	2.333E-01	3.066E-01	2857077	Anthocerotibacter panamensis
YP_009666927.1	2	YP_009666927.1	4u8u-assembly1_B	4.907E+00	28	0.076	138	11.500	3.688E-01	3.240E-01	1.995E-01	2.762E-01	1046353	Glossoscolex paulistus
YP_009666927.1	3	YP_009666927.1	5y6p-assembly1_b4	4.907E+00	26	0.063	155	16.700	3.792E-01	2.923E-01	1.873E-01	2.454E-01	35689	Griffithsia pacifica
YP_009666927.1	4	YP_009666927.1	1yhu-assembly1_I	6.308E+00	25	0.057	135	14.800	3.677E-01	3.148E-01	1.865E-01	2.447E-01	6426	Riftia pachyptila
YP_009666927.1	5	YP_009666927.1	6oty-assembly1_B	9.912E+00	24	0.051	156	16.000	3.646E-01	3.561E-01	2.393E-01	3.360E-01	244486	Phacoides pectinatus
YP_009666927.1	6	YP_009666927.1	8j60-assembly1_C	4.014E+00	23	0.045	173	12.700	3.651E-01	2.043E-01	1.493E-01	1.980E-01	4903	Cyberlindnera jadinii
YP_009666927.1	7	YP_009666927.1	1pvr-assembly1_B-2	9.912E+00	22	0.040	112	14.200	3.570E-01	3.142E-01	1.883E-01	1.519E-01	10678	Punavirus P1
YP_009666927.1	8	YP_009666927.1	2hof-assembly1_A-2	9.912E+00	22	0.040	111	12.600	3.594E-01	3.221E-01	1.862E-01	1.573E-01	10678	Punavirus P1
YP_009666927.1	9	YP_009666927.1	8ap6-assembly1_J	6.308E+00	22	0.040	199	10.000	3.719E-01	2.425E-01	1.781E-01	2.341E-01	5702	Trypanosoma brucei brucei
YP_009666927.1	10	YP_009666927.1	5f5p-assembly1_A	8.526E+00	21	0.034	168	13.000	3.657E-01	2.609E-01	1.898E-01	2.257E-01	9606	Homo sapiens
YP_009666927.1	11	YP_009666927.1	5crx-assembly1_B-2	9.912E+00	20	0.029	165	11.500	3.431E-01	2.741E-01	1.933E-01	1.633E-01	10678	Punavirus P1
YP_009666927.1	12	YP_009666927.1	4cqo-assembly2_A	5.999E+00	20	0.029	242	14.000	3.656E-01	1.891E-01	1.785E-01	1.052E-01	9606	Homo sapiens
YP_009666927.1	13	YP_009666927.1	7nna-assembly1_A	8.965E+00	20	0.029	197	15.200	3.975E-01	2.177E-01	1.750E-01	2.046E-01	573	Klebsiella pneumoniae
YP_009666927.1	14	YP_009666927.1	4bne-assembly1_B	6.308E+00	20	0.029	189	13.200	3.328E-01	2.277E-01	1.673E-01	1.400E-01	9031	Gallus gallus
YP_009666927.1	15	YP_009666927.1	5lqy-assembly1_C	9.912E+00	19	0.024	122	14.700	3.495E-01	2.498E-01	1.681E-01	9.153E-02	870730	Ogataea angusta
YP_009666927.1	16	YP_009666927.1	6l88-assembly2_B	9.912E+00	19	0.024	191	10.900	3.656E-01	2.201E-01	1.619E-01	1.969E-01	9606	Homo sapiens
YP_009666927.1	17	YP_009666927.1	7ula-assembly1_B	9.912E+00	19	0.024	179	12.800	3.840E-01	2.115E-01	1.607E-01	1.291E-01	303	Pseudomonas putida
YP_009666927.1	18	YP_009666927.1	2haj-assembly1_A	5.999E+00	19	0.024	148	13.500	3.392E-01	1.963E-01	1.317E-01	1.898E-01	562	Escherichia coli
YP_009666927.1	19	YP_009666927.1	3rh3-assembly1_A	5.999E+00	18	0.020	215	9.700	3.594E-01	1.607E-01	1.378E-01	1.390E-01	226186	Bacteroides thetaiotaomicron VPI-5482
YP_009666927.1	20	YP_009666927.1	8fu6-assembly1_R	4.438E+00	17	0.016	275	12.000	3.239E-01	1.402E-01	1.286E-01	1.007E-01	9606	Homo sapiens
YP_008492997.1	1	YP_008492997.1	6ey7-assembly2_B	1.161E-22	780	1.000	238	56.700	7.134E-01	8.880E-01	6.651E-01	8.628E-01	10360	Human herpesvirus 5 strain AD169
YP_008492997.1	2	YP_008492997.1	3n4p-assembly1_B	3.602E-21	724	1.000	237	57.300	6.996E-01	8.839E-01	6.632E-01	8.583E-01	10363	Human herpesvirus 5 strain Towne
YP_008492997.1	3	YP_008492997.1	6m5t-assembly1_A	4.829E-17	555	1.000	246	38.600	6.513E-01	8.325E-01	6.581E-01	7.944E-01	10299	Human alphaherpesvirus 1 strain 17
YP_008492997.1	4	YP_008492997.1	6ey7-assembly1_A	1.441E-21	742	1.000	237	56.900	7.104E-01	8.841E-01	6.576E-01	8.583E-01	10360	Human herpesvirus 5 strain AD169
YP_008492997.1	5	YP_008492997.1	6m5r-assembly1_A	5.880E-19	561	1.000	290	38.900	6.235E-01	7.307E-01	6.544E-01	3.211E-01	10299	Human alphaherpesvirus 1 strain 17
YP_008492997.1	6	YP_008492997.1	6ey7-assembly3_C	4.857E-22	760	1.000	238	55.000	7.104E-01	8.911E-01	6.499E-01	8.645E-01	10360	Human herpesvirus 5 strain AD169
YP_008492997.1	7	YP_008492997.1	3n4q-assembly2_C	1.253E-19	678	1.000	237	54.800	6.980E-01	8.939E-01	6.493E-01	8.709E-01	10363	Human herpesvirus 5 strain Towne
YP_008492997.1	8	YP_008492997.1	4iox-assembly1_A	2.724E-17	595	1.000	238	39.400	6.951E-01	8.720E-01	6.394E-01	8.357E-01	10298	Human alphaherpesvirus 1
YP_008492997.1	9	YP_008492997.1	3n4q-assembly1_B	2.413E-21	735	1.000	231	56.200	6.975E-01	9.010E-01	6.385E-01	8.508E-01	10363	Human herpesvirus 5 strain Towne
YP_008492997.1	10	YP_008492997.1	3n4p-assembly2_C	1.361E-21	746	1.000	231	55.400	7.048E-01	8.986E-01	6.313E-01	8.519E-01	10363	Human herpesvirus 5 strain Towne
YP_008492997.1	11	YP_008492997.1	6m5v-assembly1_A	5.415E-17	550	1.000	252	38.000	6.558E-01	8.142E-01	6.286E-01	3.330E-01	10299	Human alphaherpesvirus 1 strain 17
YP_008492997.1	12	YP_008492997.1	3n4q-assembly2_D	4.677E-19	646	1.000	237	53.500	6.771E-01	8.842E-01	6.264E-01	8.572E-01	10363	Human herpesvirus 5 strain Towne
YP_008492997.1	13	YP_008492997.1	3n4p-assembly2_D	6.511E-18	624	1.000	237	53.500	7.029E-01	8.900E-01	6.237E-01	8.624E-01	10363	Human herpesvirus 5 strain Towne
YP_008492997.1	14	YP_008492997.1	3n4q-assembly1_A	2.555E-21	730	1.000	231	54.100	6.918E-01	8.978E-01	6.226E-01	8.468E-01	10363	Human herpesvirus 5 strain Towne
YP_008492997.1	15	YP_008492997.1	6ey7-assembly4_D	4.736E-20	686	1.000	237	54.400	6.976E-01	8.799E-01	6.222E-01	8.528E-01	10360	Human herpesvirus 5 strain AD169
YP_008492997.1	16	YP_008492997.1	4iox-assembly3_C	4.986E-15	514	1.000	236	36.400	6.723E-01	8.681E-01	6.142E-01	8.200E-01	10298	Human alphaherpesvirus 1
YP_008492997.1	17	YP_008492997.1	4iox-assembly2_B	1.779E-15	515	1.000	236	35.500	6.534E-01	8.482E-01	5.914E-01	8.009E-01	10298	Human alphaherpesvirus 1
YP_008492997.1	18	YP_008492997.1	3cpe-assembly1_A	3.453E-04	125	1.000	271	11.000	4.450E-01	6.204E-01	4.700E-01	2.750E-01	10665	Tequatrovirus T4
YP_008492997.1	19	YP_008492997.1	8dgc-assembly1_H	8.357E-06	139	1.000	310	11.600	4.326E-01	4.890E-01	4.443E-01	2.792E-01	2744002	Escherichia phage PhiV-1
YP_008492997.1	20	YP_008492997.1	5oe8-assembly2_B	2.746E-04	132	1.000	240	8.700	4.344E-01	6.925E-01	4.368E-01	3.344E-01	749413	Deep-sea thermophilic phage D6E
YP_010681399.1	1	YP_010681399.1	4yc0-assembly1_A	2.987E-05	143	1.000	171	18.100	5.228E-01	5.930E-01	5.759E-01	4.103E-01	29497	Vibrio splendidus
YP_010681399.1	2	YP_010681399.1	4xzk-assembly1_A	9.800E-05	149	1.000	139	17.200	5.495E-01	7.222E-01	5.671E-01	4.144E-01	29497	Vibrio splendidus
YP_010681399.1	3	YP_010681399.1	4y1w-assembly1_A	2.665E-04	128	1.000	156	17.900	5.113E-01	6.559E-01	5.644E-01	4.109E-01	29497	Vibrio splendidus
YP_010681399.1	4	YP_010681399.1	6dre-assembly1_B	5.708E-03	96	0.999	163	13.400	5.129E-01	6.005E-01	5.225E-01	4.689E-01	399741	Serratia proteamaculans 568
YP_010681399.1	5	YP_010681399.1	6drh-assembly3_F	4.176E-03	92	0.997	162	14.100	4.748E-01	5.715E-01	4.987E-01	4.312E-01	399741	Serratia proteamaculans 568
YP_010681399.1	6	YP_010681399.1	6drh-assembly4_H	6.886E-03	88	0.995	162	14.100	4.779E-01	5.723E-01	4.995E-01	4.175E-01	399741	Serratia proteamaculans 568
YP_010681399.1	7	YP_010681399.1	2c8f-assembly1_E	3.966E-02	73	0.956	200	9.500	4.569E-01	5.834E-01	5.748E-01	4.487E-01	1491	Clostridium botulinum
YP_010681399.1	8	YP_010681399.1	2c8g-assembly3_C	2.405E-02	73	0.956	200	10.500	4.382E-01	5.540E-01	5.445E-01	4.139E-01	1491	Clostridium botulinum
YP_010681399.1	9	YP_010681399.1	2a5g-assembly1_B	1.385E-01	48	0.411	125	14.400	3.553E-01	4.430E-01	2.988E-01	2.497E-01	666	Vibrio cholerae
YP_010681399.1	10	YP_010681399.1	2a5f-assembly1_B	3.539E-01	47	0.382	131	12.900	3.982E-01	5.049E-01	3.413E-01	2.847E-01	666	Vibrio cholerae
YP_010681399.1	11	YP_010681399.1	8oxs-assembly2_B	1.587E+00	36	0.150	134	14.900	3.781E-01	5.029E-01	3.366E-01	2.296E-01	127906	Vibrio cholerae O1
YP_010681399.1	12	YP_010681399.1	6ro0-assembly1_A	5.208E+00	30	0.090	161	7.400	4.510E-01	5.055E-01	4.172E-01	3.051E-01	520	Bordetella pertussis
YP_010681399.1	13	YP_010681399.1	7u6z-assembly1_B	3.810E+00	30	0.090	150	9.300	4.157E-01	4.554E-01	3.775E-01	3.477E-01	520	Bordetella pertussis
YP_010681399.1	14	YP_010681399.1	7sky-assembly3_C	4.893E+00	28	0.076	158	6.900	4.045E-01	4.700E-01	3.925E-01	3.476E-01	520	Bordetella pertussis
