protein_accession	length	esmfold_status	pdb_path
YP_010801683.1	838	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010801683.1.pdb
NP_042815.1	509	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_042815.1.pdb
YP_011965755.1	746	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_011965755.1.pdb
YP_010655676.1	802	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010655676.1.pdb
YP_009703401.1	706	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009703401.1.pdb
YP_010114419.1	450	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010114419.1.pdb
YP_010667642.1	211	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010667642.1.pdb
YP_009702607.1	859	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009702607.1.pdb
NP_042653.1	884	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_042653.1.pdb
YP_950515.1	439	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_950515.1.pdb
YP_010087497.1	850	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010087497.1.pdb
YP_009886843.1	498	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886843.1.pdb
YP_009553694.1	342	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009553694.1.pdb
YP_009168824.1	755	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009168824.1.pdb
YP_010659895.1	436	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010659895.1.pdb
YP_009702369.1	509	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009702369.1.pdb
YP_010659627.1	436	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010659627.1.pdb
YP_009702526.1	706	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009702526.1.pdb
YP_009927245.1	706	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009927245.1.pdb
NP_570796.1	828	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_570796.1.pdb
YP_009703890.1	509	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009703890.1.pdb
YP_010749296.1	746	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010749296.1.pdb
YP_009055546.1	436	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009055546.1.pdb
YP_009802386.1	554	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009802386.1.pdb
YP_010657774.1	436	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010657774.1.pdb
YP_009032011.1	436	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009032011.1.pdb
YP_009889699.1	498	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009889699.1.pdb
YP_009173935.1	853	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009173935.1.pdb
YP_009791792.1	448	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009791792.1.pdb
YP_009838282.1	224	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009838282.1.pdb
YP_010658277.1	248	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010658277.1.pdb
YP_009793204.1	415	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009793204.1.pdb
YP_009703729.1	509	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009703729.1.pdb
YP_009703574.1	509	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009703574.1.pdb
YP_009837489.1	435	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009837489.1.pdb
YP_009188325.1	261	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009188325.1.pdb
YP_002456118.1	637	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_002456118.1.pdb
YP_004464928.1	255	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004464928.1.pdb
YP_009793259.1	415	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009793259.1.pdb
YP_009886593.1	498	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886593.1.pdb
YP_010665255.1	470	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010665255.1.pdb
YP_010749175.1	746	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010749175.1.pdb
YP_009831810.1	690	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009831810.1.pdb
YP_009219502.1	184	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009219502.1.pdb
YP_010085064.1	2236	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010085064.1.pdb
YP_009337130.1	2327	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337130.1.pdb
YP_009702337.1	1211	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009702337.1.pdb
YP_009833159.1	222	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009833159.1.pdb
YP_009324648.1	184	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009324648.1.pdb
YP_010659710.1	146	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010659710.1.pdb
YP_009702663.1	174	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009702663.1.pdb
YP_010840621.1	2261	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840621.1.pdb
YP_009337165.1	470	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337165.1.pdb
YP_009336843.1	1279	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336843.1.pdb
YP_010839550.1	2249	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839550.1.pdb
NP_689461.1	361	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_689461.1.pdb
YP_010840877.1	2300	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840877.1.pdb
YP_009336965.1	476	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336965.1.pdb
YP_010085080.1	2263	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010085080.1.pdb
NP_042806.1	359	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_042806.1.pdb
YP_004123721.1	362	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004123721.1.pdb
YP_009333318.1	924	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333318.1.pdb
NP_740422.1	457	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_740422.1.pdb
YP_009333257.1	451	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333257.1.pdb
YP_002898988.1	3785	missing_or_failed	
YP_009330105.1	2208	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009330105.1.pdb
YP_010060835.1	621	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010060835.1.pdb
YP_009333251.1	792	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333251.1.pdb
YP_010084717.1	362	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010084717.1.pdb
YP_010060751.1	621	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010060751.1.pdb
YP_010840109.1	2320	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840109.1.pdb
YP_010790486.1	2180	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010790486.1.pdb
YP_010665241.1	848	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010665241.1.pdb
YP_009703392.1	359	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009703392.1.pdb
YP_009507877.1	2252	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009507877.1.pdb
YP_010840663.1	2249	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840663.1.pdb
YP_010839947.1	2261	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839947.1.pdb
YP_009336997.1	492	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336997.1.pdb
YP_009337881.1	1161	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337881.1.pdb
YP_009362066.1	2268	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009362066.1.pdb
YP_009796423.1	222	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796423.1.pdb
YP_009333347.1	1244	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333347.1.pdb
YP_010060663.1	632	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010060663.1.pdb
YP_010772815.1	746	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010772815.1.pdb
YP_009702656.1	1211	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009702656.1.pdb
YP_003193667.1	977	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_003193667.1.pdb
YP_008859063.1	614	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008859063.1.pdb
YP_010754380.1	317	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010754380.1.pdb
YP_009837446.1	164	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009837446.1.pdb
YP_009337113.1	534	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337113.1.pdb
YP_009796202.1	222	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796202.1.pdb
YP_007714631.1	1115	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007714631.1.pdb
YP_009302387.1	2026	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009302387.1.pdb
YP_009337159.1	963	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337159.1.pdb
YP_009337252.1	2218	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337252.1.pdb
YP_010839607.1	2248	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839607.1.pdb
YP_009329892.1	531	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009329892.1.pdb
YP_002576171.1	361	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_002576171.1.pdb
YP_009666274.1	2010	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666274.1.pdb
NP_620665.1	354	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_620665.1.pdb
YP_010509706.1	1382	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010509706.1.pdb
YP_009666923.1	2253	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666923.1.pdb
YP_009507866.1	2250	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009507866.1.pdb
YP_009666904.1	2252	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666904.1.pdb
YP_009838385.1	452	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009838385.1.pdb
YP_010084300.1	2263	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010084300.1.pdb
YP_010839513.1	2251	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839513.1.pdb
YP_006273070.1	357	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_006273070.1.pdb
YP_009117083.1	2239	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009117083.1.pdb
YP_009330077.1	476	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009330077.1.pdb
YP_009703720.1	359	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009703720.1.pdb
YP_010840685.1	2240	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840685.1.pdb
YP_009637942.1	621	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009637942.1.pdb
YP_009507885.1	2270	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009507885.1.pdb
YP_009237274.1	2295	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009237274.1.pdb
YP_009336520.1	870	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336520.1.pdb
YP_009336917.1	726	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336917.1.pdb
YP_009321978.1	119	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009321978.1.pdb
YP_803221.1	134	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_803221.1.pdb
YP_011965715.1	86	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_011965715.1.pdb
YP_009907896.1	215	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009907896.1.pdb
YP_010771777.1	58	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010771777.1.pdb
YP_009140566.1	134	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009140566.1.pdb
YP_009321794.1	119	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009321794.1.pdb
YP_009508024.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009508024.1.pdb
YP_007010498.1	56	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007010498.1.pdb
YP_009635914.1	74	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009635914.1.pdb
YP_009324636.1	99	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009324636.1.pdb
YP_009608644.1	61	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009608644.1.pdb
YP_009837008.1	33	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009837008.1.pdb
YP_005351245.1	134	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_005351245.1.pdb
YP_009796490.1	80	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796490.1.pdb
YP_009200825.1	99	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009200825.1.pdb
YP_009822407.1	80	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009822407.1.pdb
YP_010101374.1	74	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010101374.1.pdb
YP_009275106.1	33	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009275106.1.pdb
YP_010087794.1	172	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010087794.1.pdb
YP_004539015.1	84	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004539015.1.pdb
YP_010087340.1	132	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010087340.1.pdb
YP_008767048.1	56	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008767048.1.pdb
YP_009621684.1	99	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009621684.1.pdb
NP_619681.1	135	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_619681.1.pdb
YP_009615917.1	80	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009615917.1.pdb
YP_009884630.1	80	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009884630.1.pdb
YP_009187884.1	215	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009187884.1.pdb
YP_009280150.1	56	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009280150.1.pdb
YP_009042057.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009042057.1.pdb
YP_794170.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_794170.1.pdb
YP_010105468.1	74	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010105468.1.pdb
YP_009853288.1	33	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009853288.1.pdb
YP_009187879.1	67	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009187879.1.pdb
YP_009907900.1	67	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009907900.1.pdb
YP_010086835.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010086835.1.pdb
YP_010667702.1	88	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010667702.1.pdb
YP_010012656.1	89	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010012656.1.pdb
YP_009043196.1	153	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009043196.1.pdb
YP_009856331.1	33	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009856331.1.pdb
YP_010087784.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010087784.1.pdb
YP_010078781.1	184	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010078781.1.pdb
YP_010771805.1	58	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010771805.1.pdb
YP_459929.2	135	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_459929.2.pdb
YP_007349119.1	78	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007349119.1.pdb
YP_009324907.1	140	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009324907.1.pdb
YP_980245.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_980245.1.pdb
YP_009017295.1	84	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009017295.1.pdb
YP_001648979.1	134	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001648979.1.pdb
YP_004958226.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004958226.1.pdb
YP_009851127.1	96	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009851127.1.pdb
YP_009508330.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009508330.1.pdb
YP_004821544.1	134	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004821544.1.pdb
YP_009100244.1	102	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009100244.1.pdb
YP_009191605.1	61	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009191605.1.pdb
YP_009666508.1	174	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666508.1.pdb
YP_009147561.1	81	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009147561.1.pdb
YP_002922874.1	99	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_002922874.1.pdb
