protein_accession	predicted_label	top_probability_calibrated	context_gain	high_context_gain	nearest_homolog_identity	nearest_homolog_bits	identity_bin	context_gain_bin	low_sequence_identity	low_sequence_high_context	module_supported	hypothetical_or_unknown	family	host_group	family_holdout_split
YP_007349149.1	tail_assembly	0.997682571411	-0.000135362148285	0	84.2	554.0	70-90	<0	0	0	1	0	Ackermannviridae	Bacteria	test
YP_004010326.1	helicase	0.997682571411	1.47819519043e-05	0	57.1	608.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009856771.1	lysis	0.997682571411	0.000465750694275	0	40.5	209.0	30-50	0-0.05	0	0	1	0	Beephvirinae	Bacteria	test
YP_009336733.1	polyprotein	0.997682213783	0.000467419624329	0	19.6	120.0	0-20	0-0.05	1	0	1	1	Riboviria	root	test
YP_009885360.1	portal_terminase_packaging	0.997678935528	0.000219881534576	0	68.4	743.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009886969.1	tail_fiber_receptor	0.997678339481	0.000521183013916	0	39.2	292.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009886969.1	tail_assembly	0.997678339481	0.00299966335297	0	39.2	292.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010745840.1	portal_terminase_packaging	0.997677743435	2.98023223877e-06	0	35.7	83.0	30-50	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
NP_620894.1	capsid_head	0.997677505016	0.00039267539978	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_009796778.1	integrase_recombinase	0.997677266598	-0.000286459922791	0	41.3	407.0	30-50	<0	0	0	1	0	Abbeymikolonvirus	Bacteria	test
YP_009336673.1	polyprotein	0.997676789761	0.000101327896118	0	19.5	174.0	0-20	0-0.05	1	0	1	1	Riboviria	root	test
YP_010658093.1	portal_terminase_packaging	0.997675001621	0.000163376331329	0	65.6	949.0	50-70	0-0.05	0	0	1	0	Demetervirinae	Bacteria	test
YP_009886214.1	helicase	0.997674882412	-6.40749931335e-05	0	59.2	615.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010658193.1	portal_terminase_packaging	0.997674763203	0.000220954418182	0	65.9	953.0	50-70	0-0.05	0	0	1	0	Demetervirinae	Bacteria	test
YP_010658294.1	portal_terminase_packaging	0.997674405575	0.000137627124786	0	65.8	950.0	50-70	0-0.05	0	0	1	0	Demetervirinae	Bacteria	test
YP_009197031.1	integrase_recombinase	0.997671425343	-0.000343561172485	0	45.6	348.0	30-50	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009838352.1	polymerase	0.997670352459	0.000432550907135	0	47.7	304.0	30-50	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_010800334.1	polymerase	0.99767023325	0.00347864627838	0	26.5	475.0	20-30	0-0.05	1	0	1	0	Mymonaviridae	Fungi	test
YP_010078671.1	capsid_head	0.997669994831	-0.00021368265152	0	98.1	738.0	90-100	<0	0	0	1	0	Gervaisevirus	Bacteria	test
YP_009345901.1	polyprotein	0.997669279575	0.000387668609619	0	45.3	1986.0	30-50	0-0.05	0	0	1	0	Ensavirinae	root	test
YP_009147589.1	helicase	0.997668325901	0.000312983989716	0	66.6	812.0	50-70	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009337713.1	polyprotein	0.997667968273	0.000400900840759	0	36	839.0	30-50	0-0.05	0	0	0	1	Riboviria	root	test
YP_009147866.1	capsid_head	0.997667074203	-1.44243240356e-05	0	54.3	355.0	50-70	<0	0	0	1	0	Slopekvirinae	Bacteria	test
YP_010112158.1	portal_terminase_packaging	0.997666597366	4.04715538025e-05	0	76.1	1254.0	70-90	0-0.05	0	0	1	0	Loutivirinae	root	test
YP_009336518.1	polymerase	0.997666597366	0.000521898269653	0	29.3	181.0	20-30	0-0.05	1	0	1	0	Riboviria	root	test
NP_808841.1	capsid_head	0.997666597366	0.000178337097168	0	56.7	280.0	50-70	0-0.05	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_004009843.1	helicase	0.997666478157	-0.000218212604523	0	67.2	315.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009302742.1	capsid_head	0.997665524483	3.41534614563e-05	0	54.3	347.0	50-70	0-0.05	0	0	1	0	Slopekvirinae	Bacteria	test
YP_009337411.1	polyprotein	0.997663974762	0.000429928302765	0	27.5	852.0	20-30	0-0.05	1	0	1	1	Riboviria	root	test
YP_009618574.1	portal_terminase_packaging	0.997663378716	0.000893115997314	0	40.2	381.0	30-50	0-0.05	0	0	1	0	Ounavirinae	Bacteria	test
YP_010657806.1	portal_terminase_packaging	0.997663021088	0.000327944755554	0	78.5	884.0	70-90	0-0.05	0	0	1	0	Enquatrovirinae	Bacteria	test
YP_010064286.1	lysis	0.997663021088	-0.000173270702362	0	87.1	933.0	70-90	<0	0	0	1	0	Pukovnikvirus	Bacteria	test
YP_010747597.1	portal_terminase_packaging	0.997662901878	7.4028968811e-05	0	34.9	82.0	30-50	0-0.05	0	0	0	1	Guernseyvirinae	Bacteria	test
YP_010064339.1	helicase	0.99766254425	-6.25252723694e-05	0	92.9	502.0	90-100	<0	0	0	1	0	Pukovnikvirus	Bacteria	test
YP_009886459.1	protease	0.997661113739	-0.000304937362671	0	50.1	231.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009886459.1	capsid_head	0.997661113739	-0.00118184089661	0	50.1	231.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010746439.1	portal_terminase_packaging	0.99766087532	7.13467597961e-05	0	34.9	82.0	30-50	0-0.05	0	0	0	0	Guernseyvirinae	Bacteria	test
YP_004207829.1	capsid_head	0.997660756111	0.000336885452271	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_010060808.1	capsid_head	0.997660160065	-7.19428062439e-05	0	95.4	603.0	90-100	<0	0	0	1	0	Benedictvirus	Bacteria	test
YP_010761285.1	polymerase	0.997659087181	0.000401973724365	0	45.5	702.0	30-50	0-0.05	0	0	1	0	Pelagivirus	root	test
YP_009885369.1	protease	0.997658729553	-0.00027871131897	0	50.5	231.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009885369.1	capsid_head	0.997658729553	-0.000978469848633	0	50.5	231.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009305425.1	capsid_head	0.99765753746	-2.09808349609e-05	0			no_hit	<0	1	0	1	0	Geminiviridae	Viridiplantae	test
YP_010013291.1	nuclease	0.997656822205	0.000170230865479	0	36.5	97.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009807002.1	tail_fiber_receptor	0.997655034065	-0.000138521194458	0	62.1	149.0	50-70	<0	0	0	1	0	Ruthyvirus	Bacteria	test
YP_009807002.1	tail_assembly	0.997655034065	-0.00021356344223	0	62.1	149.0	50-70	<0	0	0	1	0	Ruthyvirus	Bacteria	test
YP_003587823.1	capsid_head	0.997655034065	0.000407695770264	0	83.2	433.0	70-90	0-0.05	0	0	0	0	Geminiviridae	Viridiplantae	test
YP_010050879.1	protease	0.997654914856	0.000153720378876	0	58.2	205.0	50-70	0-0.05	0	0	1	0	Ruthgordonvirinae	Bacteria	test
YP_010060976.1	capsid_head	0.997654020786	-9.01818275452e-05	0	95.1	604.0	90-100	<0	0	0	1	0	Benedictvirus	Bacteria	test
YP_010061943.1	helicase	0.997653067112	9.11951065063e-05	0	80.3	443.0	70-90	0-0.05	0	0	1	0	Timshelvirus	Bacteria	test
YP_010658184.1	polymerase	0.997650206089	0.000581681728363	0	41.5	2359.0	30-50	0-0.05	0	0	1	0	Demetervirinae	Bacteria	test
YP_010658385.1	capsid_head	0.997649371624	-0.000112414360046	0	83.1	685.0	70-90	<0	0	0	1	0	Demetervirinae	Bacteria	test
YP_007002894.1	capsid_head	0.997648894787	-5.07235527039e-05	0	55.3	351.0	50-70	<0	0	0	1	0	Slopekvirinae	Bacteria	test
YP_004009601.1	transcription_regulator	0.99764829874	0.000392556190491	0	54	99.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_005098102.1	polymerase	0.997647941113	-0.000241935253143	0	68	1080.0	50-70	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009207678.1	capsid_head	0.997647821903	-6.47902488708e-05	0	95.1	601.0	90-100	<0	0	0	1	0	Benedictvirus	Bacteria	test
YP_010680365.1	capsid_head	0.997647345066	0.000359714031219	0	75.8	528.0	70-90	0-0.05	0	0	1	1	Joanripponvirinae	Bacteria	test
YP_009841947.1	polymerase	0.997647106647	0.00160092115402	0	56.7	263.0	50-70	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_008531983.1	portal_terminase_packaging	0.997646987438	0.00177180767059	0	79.4	381.0	70-90	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_010658190.1	capsid_head	0.99764662981	-0.000113248825073	0	83.1	685.0	70-90	<0	0	0	1	0	Demetervirinae	Bacteria	test
YP_009337708.1	polyprotein	0.99764662981	-0.000206530094147	0	56.2	2470.0	50-70	<0	0	0	0	1	Riboviria	root	test
YP_009276992.1	capsid_head	0.997646391392	4.52995300293e-06	0	54.6	449.0	50-70	0-0.05	0	0	1	1	Ackermannviridae	Bacteria	test
YP_009887165.1	helicase	0.997646152973	-2.98023223877e-06	0	58.6	609.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010060644.1	tail_assembly	0.997645676136	0.0010814666748	0	84.4	456.0	70-90	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_001960950.1	capsid_head	0.997645318508	0.000332355499268	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_009342278.1	capsid_head	0.997644603252	0.000390648841858	0	26	95.0	20-30	0-0.05	1	0	1	1	Riboviria	root	test
YP_010509740.1	capsid_head	0.997644007206	1.71661376953e-05	0	91.3	948.0	90-100	0-0.05	0	0	1	0	Loutivirinae	root	test
YP_009168839.1	lysis	0.997643649578	0.00155186653137	0	45.4	54.0	30-50	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010104134.1	lysis	0.997643172741	-3.00407409668e-05	0	39.7	189.0	30-50	<0	0	0	1	0	Rakietenvirinae	Bacteria	test
YP_009191563.1	helicase	0.997642576694	8.4400177002e-05	0	74.2	743.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009784837.1	capsid_head	0.997641324997	4.30941581726e-05	0	53.4	337.0	50-70	0-0.05	0	0	1	0	Slopekvirinae	Bacteria	test
YP_009277044.1	lysis	0.99763906002	-0.000293612480164	0	57	213.0	50-70	<0	0	0	1	0	Ackermannviridae	Bacteria	test
YP_010747280.1	portal_terminase_packaging	0.997638225555	6.80685043335e-05	0	34.9	83.0	30-50	0-0.05	0	0	0	0	Guernseyvirinae	Bacteria	test
YP_009612537.1	portal_terminase_packaging	0.997636914253	-5.96046447754e-06	0	91.9	1107.0	90-100	<0	0	0	1	0	Rimavirus	Bacteria	test
YP_009292581.1	nuclease	0.997635602951	-0.000343799591064	0	60	147.0	50-70	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010087802.1	capsid_head	0.997635126114	2.15172767639e-05	0	75.1	389.0	70-90	0-0.05	0	0	0	0	Geminiviridae	root	test
YP_009167685.1	polymerase	0.997634887695	4.94122505188e-05	0	37	524.0	30-50	0-0.05	0	0	1	0	Slopekvirinae	Bacteria	test
YP_009596669.1	portal_terminase_packaging	0.997634649277	-6.67572021484e-06	0	91.9	1107.0	90-100	<0	0	0	1	0	Rimavirus	Bacteria	test
YP_010062017.1	helicase	0.997634410858	9.33408737183e-05	0	80.6	443.0	70-90	0-0.05	0	0	1	0	Timshelvirus	Bacteria	test
YP_009880949.1	protease	0.997633576393	0.000302016735077	0	71.4	312.0	70-90	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009850261.1	nuclease	0.997633457184	0.00012069940567	0	73.2	249.0	70-90	0-0.05	0	0	1	0	Marfavirus	Bacteria	test
YP_010655680.1	helicase	0.9976323843	0.000547289848328	0	49.6	501.0	30-50	0-0.05	0	0	1	0	Zukovirus	Bacteria	test
YP_006489108.1	helicase	0.997631549835	-0.000219404697418	0	59.6	617.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010653665.1	lysis	0.997631072998	5.62071800232e-05	0	69.6	102.0	50-70	0-0.05	0	0	1	0	Attisvirus	Bacteria	test
YP_009324650.1	polymerase	0.997630834579	-0.000186622142792	0	31.7	292.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_010676136.1	lysis	0.997630596161	-0.000134229660034	0	50.3	148.0	50-70	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_006488979.1	lysis	0.997629523277	-0.000252902507782	0	61.9	219.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009851342.1	portal_terminase_packaging	0.997629344463	0.000478208065033	0	29.8	44.0	20-30	0-0.05	1	0	1	0	Menderavirus	Bacteria	test
YP_010676193.1	polymerase	0.997628986835	-0.000111818313599	0	31.8	301.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_009851247.1	tail_fiber_receptor	0.99762827158	0.00200587511063	0	34.3	122.0	30-50	0-0.05	0	0	1	0	Menderavirus	Bacteria	test
YP_009851247.1	tail_assembly	0.99762827158	0.00177800655365	0	34.3	122.0	30-50	0-0.05	0	0	1	0	Menderavirus	Bacteria	test
YP_009851247.1	ligase	0.99762827158	0.000243663787842	0	34.3	122.0	30-50	0-0.05	0	0	1	0	Menderavirus	Bacteria	test
YP_009100097.1	capsid_head	0.997626960278	-0.000145673751831	0	45.2	257.0	30-50	<0	0	0	1	0	Pairvirus	Bacteria	test
YP_164335.1	polyprotein	0.997625529766	0.000239253044128	0	42.7	1703.0	30-50	0-0.05	0	0	0	0	Ensavirinae	Metazoa	test
YP_010084341.1	capsid_head	0.997625052929	0.000233769416809	0	88.2	474.0	70-90	0-0.05	0	0	1	0	Geminiviridae	source_host_only	test
YP_010052454.1	helicase	0.997623980045	0.00143897533417	0	56.6	699.0	50-70	0-0.05	0	0	1	0	Kantovirinae	Bacteria	test
YP_010749353.1	helicase	0.997623741627	6.46114349365e-05	0	74.2	747.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010746940.1	helicase	0.997623503208	0.000273764133453	0	75.8	702.0	70-90	0-0.05	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_009320679.1	lysis	0.997620999813	-0.0001060962677	0	96.3	196.0	90-100	<0	0	0	1	0	Ferrettivirinae	Bacteria	test
YP_009851262.1	tail_fiber_receptor	0.997619450092	-0.000246107578278	0	28.7	156.0	20-30	<0	1	0	1	0	Menderavirus	Bacteria	test
YP_009851262.1	tail_assembly	0.997619450092	-0.00185525417328	0	28.7	156.0	20-30	<0	1	0	1	0	Menderavirus	Bacteria	test
YP_009850367.1	protease	0.997619330883	0.000160455703735	0	79.4	354.0	70-90	0-0.05	0	0	1	0	Marfavirus	Bacteria	test
YP_010748855.1	capsid_head	0.997619211674	9.45329666138e-05	0	54.9	385.0	50-70	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009333494.1	polyprotein	0.997618734837	-4.10079956055e-05	0	24.8	313.0	20-30	<0	1	0	0	1	Riboviria	root	test
YP_010002598.1	lysis	0.997617900372	0.00105720758438	0	49.3	206.0	30-50	0-0.05	0	0	1	0	Stackebrandtviridae	Bacteria	test
YP_009344997.1	polyprotein	0.997617900372	0.000409662723541	0	78.6	4268.0	70-90	0-0.05	0	0	1	0	Riboviria	root	test
YP_009886213.1	protease	0.997617661953	-0.000174045562744	0	50.1	231.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009017291.1	nuclease	0.997617304325	-0.000349164009094	0	60	147.0	50-70	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009187944.1	portal_terminase_packaging	0.997617304325	0.000572025775909	0	50.9	574.0	50-70	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_010060725.1	capsid_head	0.997616648674	-8.24332237244e-05	0	95.1	601.0	90-100	<0	0	0	1	0	Benedictvirus	Bacteria	test
YP_009615926.1	portal_terminase_packaging	0.997616410255	0.00163847208023	0	79.4	380.0	70-90	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009637916.1	capsid_head	0.997616171837	-8.25524330139e-05	0	95.1	601.0	90-100	<0	0	0	1	0	Benedictvirus	Bacteria	test
YP_009337036.1	polyprotein	0.997615695	8.24928283691e-05	0	28.4	469.0	20-30	0-0.05	1	0	0	1	Riboviria	root	test
YP_009886859.1	polymerase	0.997614979744	0.000923871994019	0	63.7	525.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009886709.1	protease	0.997614502907	-0.000174999237061	0	50.1	231.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
NP_047221.1	capsid_head	0.997613430023	0.000305652618408	0	89.4	472.0	70-90	0-0.05	0	0	0	1	Geminiviridae	Viridiplantae	test
YP_009850288.1	transcription_regulator	0.997613191605	-0.000154852867126	0	69.2	191.0	50-70	<0	0	0	1	0	Marfavirus	Bacteria	test
YP_010101391.1	ligase	0.997611641884	-0.000376462936401	0	50.9	453.0	50-70	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009288239.1	capsid_head	0.997611403465	6.29425048828e-05	0	29.9	147.0	20-30	0-0.05	1	0	1	0	Ounavirinae	Bacteria	test
YP_010002599.1	lysis	0.99761068821	-0.000293374061584	0	61	243.0	50-70	<0	0	0	1	0	Stackebrandtviridae	Bacteria	test
YP_010061441.1	capsid_head	0.997610449791	-0.000161170959473	0	82.6	544.0	70-90	<0	0	0	1	0	Yeceytrevirus	Bacteria	test
YP_010667484.1	tail_fiber_receptor	0.997609972954	0.00191694498062	0	34	121.0	30-50	0-0.05	0	0	1	0	Menderavirus	Bacteria	test
YP_010667484.1	tail_assembly	0.997609972954	0.00179851055145	0	34	121.0	30-50	0-0.05	0	0	1	0	Menderavirus	Bacteria	test
YP_010667484.1	ligase	0.997609972954	0.000204503536224	0	34	121.0	30-50	0-0.05	0	0	1	0	Menderavirus	Bacteria	test
YP_009337381.1	polyprotein	0.997608780861	0.000116765499115	0	22.6	282.0	20-30	0-0.05	1	0	1	1	Riboviria	root	test
YP_009874054.1	polymerase	0.997607827187	-5.96642494202e-05	0	27.4	783.0	20-30	<0	1	0	1	0	Rhodovirinae	Bacteria	test
YP_009855189.1	portal_terminase_packaging	0.997607707977	-7.92145729065e-05	0	99.7	837.0	90-100	<0	0	0	1	0	Lillamyvirus	Bacteria	test
YP_009854907.1	portal_terminase_packaging	0.997606158257	-7.96914100647e-05	0	99.7	837.0	90-100	<0	0	0	1	0	Lillamyvirus	Bacteria	test
YP_009854980.1	portal_terminase_packaging	0.997604966164	-8.00490379333e-05	0	99.7	837.0	90-100	<0	0	0	1	0	Lillamyvirus	Bacteria	test
YP_008410942.1	nuclease	0.997604072094	-0.000353097915649	0	60	147.0	50-70	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_794172.1	capsid_head	0.997603356838	0.000245571136475	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_010509722.1	polymerase	0.997603356838	0.000313520431519	0	67.4	460.0	50-70	0-0.05	0	0	1	0	Loutivirinae	root	test
YP_009638107.1	tail_assembly	0.99760299921	0.00132495164871	0	98.1	520.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_010087214.1	capsid_head	0.997602880001	0.000590026378632	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_009822580.1	lysis	0.997602880001	0.000795125961304	0	69.6	147.0	50-70	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009837687.1	helicase	0.997602522373	0.000301241874695	0	66.6	812.0	50-70	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009837477.1	nuclease	0.997601807117	0.000312805175781	0	59.2	445.0	50-70	0-0.05	0	0	1	0	Enquatrovirinae	Bacteria	test
YP_009280705.1	capsid_head	0.997600257397	4.41670417786e-05	0	54.3	345.0	50-70	0-0.05	0	0	1	0	Slopekvirinae	Bacteria	test
YP_009880966.1	tail_fiber_receptor	0.997600138187	-3.70740890503e-05	0	48.1	162.0	30-50	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009600402.1	polymerase	0.997599422932	-0.000102579593658	0	31.9	297.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_009597287.1	lysis	0.997599303722	0.00133669376373	0	45.4	56.0	30-50	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010749401.1	helicase	0.997599184513	9.9778175354e-05	0	74.6	754.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009337264.1	polymerase	0.997598946095	-1.18017196655e-05	0	32.2	195.0	30-50	<0	0	0	1	0	Riboviria	root	test
YP_009855401.1	portal_terminase_packaging	0.997598707676	-8.18371772766e-05	0	99.7	837.0	90-100	<0	0	0	1	0	Lillamyvirus	Bacteria	test
YP_009887185.1	tail_fiber_receptor	0.997598230839	0.0027482509613	0	44.7	196.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010748118.1	helicase	0.997597873211	6.46114349365e-05	0	74.4	747.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009214290.1	tail_assembly	0.997597754002	0.00132340192795	0	98.1	520.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
NP_620738.1	capsid_head	0.997597634792	0.000365495681763	0	87.9	485.0	70-90	0-0.05	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009597338.1	lysis	0.997597634792	0.00133621692657	0	45.4	56.0	30-50	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_001110829.1	portal_terminase_packaging	0.997596919537	7.56978988647e-06	0	35.7	84.0	30-50	0-0.05	0	0	0	0	Guernseyvirinae	Bacteria	test
YP_001285697.1	lysis	0.997596681118	-0.000263273715973	0	77.7	265.0	70-90	<0	0	0	1	0	Xipdecavirus	Bacteria	test
YP_010805443.1	polymerase	0.997596561909	0.00183308124542	0	56.5	2193.0	50-70	0-0.05	0	0	1	0	Mymonaviridae	Fungi	test
YP_006489115.1	capsid_head	0.997596442699	-0.000169634819031	0	73.1	786.0	70-90	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010658291.1	capsid_head	0.997595727444	-0.000119209289551	0	83.3	685.0	70-90	<0	0	0	1	0	Demetervirinae	Bacteria	test
YP_009202455.1	helicase	0.997595369816	-0.000148177146912	0	38.3	287.0	30-50	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010060983.1	tail_assembly	0.997594535351	0.00131577253342	0	97.7	517.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_010658090.1	capsid_head	0.997594416142	-0.000119566917419	0	83.3	685.0	70-90	<0	0	0	1	0	Demetervirinae	Bacteria	test
YP_009881465.1	transcription_regulator	0.99759209156	0.000154137611389	0	54.6	96.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010681493.1	portal_terminase_packaging	0.997591376305	0.00177198648453	0	70.1	728.0	70-90	0-0.05	0	0	1	0	Heleneionescovirinae	Bacteria	test
YP_001960966.1	capsid_head	0.997590661049	0.00125497579575	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_009280700.1	polymerase	0.997589349747	2.93850898743e-05	0	37.2	490.0	30-50	0-0.05	0	0	1	0	Slopekvirinae	Bacteria	test
YP_007236687.1	portal_terminase_packaging	0.997589349747	0.00107973814011	0	43.8	74.0	30-50	0-0.05	0	0	0	0	Coetzeevirus	Bacteria	test
YP_009342440.1	polymerase	0.997588276863	0.000143766403198	0	28.3	241.0	20-30	0-0.05	1	0	1	0	Riboviria	root	test
YP_004207817.1	capsid_head	0.997586369514	0.000519454479218	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_004010301.1	tail_fiber_receptor	0.997585654259	4.65512275696e-05	0	65.3	1414.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009219558.1	lysis	0.997584223747	-0.000144064426422	0	51	149.0	50-70	<0	0	0	1	0	Ounavirinae	Bacteria	test
NP_671456.1	capsid_head	0.997584223747	0.00099390745163	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_009836941.1	tail_fiber_receptor	0.997584104538	-0.000144183635712	0	73.2	992.0	70-90	<0	0	0	1	0	Marfavirus	Bacteria	test
YP_115513.1	capsid_head	0.997583270073	0.000326871871948	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_010061965.1	lysis	0.997583031654	-0.000179350376129	0	67.1	446.0	50-70	<0	0	0	1	0	Timshelvirus	Bacteria	test
YP_004010380.1	tail_fiber_receptor	0.997582912445	0.000283718109131	0	57.5	263.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_004010380.1	tail_assembly	0.997582912445	0.00114649534225	0	57.5	263.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009151271.1	portal_terminase_packaging	0.997582554817	-9.23871994019e-05	0	57.6	126.0	50-70	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_009796269.1	tail_fiber_receptor	0.997580647469	-0.000322043895721	0	70.7	411.0	70-90	<0	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009616102.1	tail_fiber_receptor	0.997579872608	4.84585762024e-05	0	82.5	223.0	70-90	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_008719942.1	capsid_head	0.997579395771	0.000468611717224	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_009199922.1	capsid_head	0.997577488422	8.34465026855e-07	0	53.1	338.0	50-70	0-0.05	0	0	1	0	Slopekvirinae	Bacteria	test
YP_001911134.1	capsid_head	0.997577369213	0.000774562358856	0	72.6	408.0	70-90	0-0.05	0	0	0	0	Geminiviridae	Viridiplantae	test
YP_010659610.1	polymerase	0.997576653957	-6.22272491455e-05	0	55	3551.0	50-70	<0	0	0	1	0	Enquatrovirinae	Bacteria	test
YP_009844538.1	tail_fiber_receptor	0.99757617712	-0.000248670578003	0	27.8	158.0	20-30	<0	1	0	1	0	Menderavirus	Bacteria	test
YP_009844538.1	tail_assembly	0.99757617712	-0.0017563700676	0	27.8	158.0	20-30	<0	1	0	1	0	Menderavirus	Bacteria	test
YP_009881522.1	protease	0.997575581074	0.000234067440033	0	71.4	312.0	70-90	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009199916.1	polymerase	0.997573912144	3.7670135498e-05	0	35.9	493.0	30-50	0-0.05	0	0	1	0	Slopekvirinae	Bacteria	test
YP_010653383.1	lysis	0.997573196888	-6.49690628052e-05	0	70.2	329.0	70-90	<0	0	0	1	0	Attisvirus	Bacteria	test
